Transaction_ID,Transaction_Date,Amount,Account_type,Category,Business_unit,Region,Customer_ID,Vendor_ID,Valid_Status,Transaction_Type,Description
TRX105995,2022-01-23,130480.94,Revenue,Subscription,Online,West,CUST10243,,Valid,Customer Transaction,Chance reach cut enter room.
TRX105996,2023-03-07,179457.8,Revenue,Service,Online,South,CUST10043,,Valid,Customer Transaction,Fire you turn Mr minute affect.
TRX105997,2022-02-17,17260.4,Liability,Liability,Online,East,,,Review,Vendor Transaction,Management one who break maintain blue book.
TRX105998,2023-02-14,206825.22,Revenue,Subscription,Retail,South,CUST10171,,Valid,Customer Transaction,Adult bill explain wear cultural go learn present.
TRX105999,2023-03-18,202012.69,Revenue,Service,Online,North,CUST10013,,Valid,Customer Transaction,Movie best billion service those political main.
TRX106000,2022-06-10,109305.48,Revenue,Product,Online,West,CUST10200,,Valid,Customer Transaction,Ok find than already close bring under wait.
TRX106001,2022-01-09,-70109.09,Expense,Marketing,Online,West,,VEND1092,Valid,Vendor Transaction,Gas we health.
TRX106002,2023-03-28,92925.01,Revenue,Service,Enterprise,South,CUST10277,,Valid,Customer Transaction,Property although activity two.
TRX106003,2023-11-06,247596.17,Revenue,Service,Enterprise,West,CUST10266,,Valid,Customer Transaction,Different itself PM professional describe.
TRX106004,2022-08-23,141235.35,Revenue,Product,Retail,North,CUST10288,,Valid,Customer Transaction,Address it budget go.
TRX106005,2023-12-08,231914.45,Revenue,Subscription,Online,South,CUST10334,,Valid,Customer Transaction,Allow kind action either land effect.
TRX106006,2023-07-03,159135.69,Revenue,Service,Enterprise,South,CUST10227,,Valid,Customer Transaction,Because me catch machine care.
TRX106007,2022-04-25,-49282.01,Expense,Rent,Online,West,,VEND1052,Valid,Vendor Transaction,Put certainly will design total mean respond.
TRX106008,2022-02-21,-49874.23,Expense,Utilities,Enterprise,North,,VEND1006,Valid,Vendor Transaction,Nor character we political somebody these.
TRX106009,2022-01-11,-50559.56,Expense,Utilities,Enterprise,West,,VEND1118,Valid,Vendor Transaction,Skin mind kitchen month type sing piece fine.
TRX106010,2023-03-12,120186.42,Revenue,Service,Online,South,CUST10061,,Valid,Customer Transaction,Time ball compare purpose natural couple attack.
TRX106011,2022-04-15,-20417.05,Expense,Marketing,Retail,East,,VEND1069,Valid,Vendor Transaction,Affect discover knowledge move during dark.
TRX106012,2023-01-21,-13665.96,Expense,Marketing,Retail,North,,VEND1047,Valid,Vendor Transaction,Avoid open scientist play model once.
TRX106013,2023-11-25,159158.19,Revenue,Subscription,Online,East,CUST10269,,Valid,Customer Transaction,Enjoy last there enter stuff party card.
TRX106014,2022-12-17,-38482.55,Expense,Rent,Online,South,,VEND1010,Valid,Vendor Transaction,Consumer order go western sport scene mind.
TRX106015,2022-10-16,-45858.77,Expense,Rent,Online,South,,VEND1082,Valid,Vendor Transaction,Bag with style thought pay true.
TRX106016,2022-04-24,178942.08,Revenue,Service,Retail,East,CUST10365,,Valid,Customer Transaction,Class agree force spend company.
TRX106017,2023-05-16,69758.68,Revenue,Product,Enterprise,North,CUST10311,,Valid,Customer Transaction,Alone have board us.
TRX106018,2022-06-13,-21450.55,Expense,Utilities,Enterprise,South,,VEND1059,Valid,Vendor Transaction,Usually together identify material unit.
TRX106019,2022-06-30,-31435.42,Expense,Supplies,Online,East,,VEND1100,Valid,Vendor Transaction,Author about of.
TRX106020,2022-07-15,-11582.1,Expense,Supplies,Retail,West,,VEND1060,Valid,Vendor Transaction,Responsibility rich artist citizen cost western.
TRX106021,2022-11-01,104298.47,Revenue,Product,Online,West,CUST10187,,Valid,Customer Transaction,Green news floor enter central another.
TRX106022,2023-09-05,-33793.53,Expense,Supplies,Online,East,,VEND1062,Valid,Vendor Transaction,Approach government pattern plan near move citizen.
TRX106023,2023-12-17,292573.74,Revenue,Service,Online,East,CUST10197,,Valid,Customer Transaction,Final one involve not nor.
TRX106024,2022-12-21,144671.43,Revenue,Subscription,Enterprise,South,CUST10134,,Valid,Customer Transaction,Lose as cover behavior just.
TRX106025,2022-09-11,-37710.82,Expense,Utilities,Enterprise,South,,VEND1093,Valid,Vendor Transaction,Investment Mr central level.
TRX106026,2023-09-30,122814.04,Revenue,Service,Online,West,CUST10342,,Valid,Customer Transaction,Of better reason book next whom.
TRX106027,2022-07-02,114494.63,Revenue,Product,Enterprise,South,CUST10120,,Valid,Customer Transaction,Goal thus ago billion draw exactly.
TRX106028,2023-01-16,122481.27,Revenue,Service,Online,South,CUST10151,,Valid,Customer Transaction,Crime top once establish car cause serious evening.
TRX106029,2023-08-13,183292.92,Revenue,Subscription,Retail,South,CUST10012,,Valid,Customer Transaction,Trip break yeah employee.
TRX106030,2022-08-29,149997.44,Revenue,Subscription,Online,West,CUST10173,,Valid,Customer Transaction,Method prevent court partner reason.
TRX106031,2022-10-12,249374.01,Revenue,Service,Enterprise,South,CUST10043,,Valid,Customer Transaction,Tv themselves cost there practice adult.
TRX106032,2022-11-22,75320.69,Revenue,Product,Enterprise,West,CUST10110,,Valid,Customer Transaction,Easy change agent they part pretty.
TRX106033,2023-02-05,219534.64,Revenue,Subscription,Retail,West,CUST10217,,Valid,Customer Transaction,Affect between hour would a eye more reason.
TRX106034,2023-02-16,145447.38,Revenue,Product,Enterprise,North,CUST10144,,Valid,Customer Transaction,Commercial house old pass happy.
TRX106035,2022-02-01,-53482.97,Expense,Rent,Online,West,,VEND1114,Valid,Vendor Transaction,Receive sea carry kitchen attention computer message.
TRX106036,2023-10-06,130245,Revenue,Subscription,Online,South,CUST10180,,Valid,Customer Transaction,Travel picture heart far culture edge.
TRX106037,2023-02-24,139334.42,Revenue,Subscription,Enterprise,West,CUST10252,,Valid,Customer Transaction,Nice government stop accept.
TRX106038,2022-06-30,-30349.88,Expense,Supplies,Enterprise,North,,VEND1112,Valid,Vendor Transaction,Today other stop.
TRX106039,2023-06-01,144764.38,Revenue,Subscription,Retail,West,CUST10352,,Valid,Customer Transaction,Special prove yet finish into wish production.
TRX106040,2022-04-08,121713.12,Revenue,Product,Retail,West,CUST10004,,Valid,Customer Transaction,Decide sort investment medical.
TRX106041,2023-08-25,-47459.36,Expense,Rent,Enterprise,South,,VEND1030,Valid,Vendor Transaction,Seem what while almost debate argue assume put.
TRX106042,2023-02-24,191906.11,Revenue,Subscription,Enterprise,West,CUST10052,,Valid,Customer Transaction,Street chair consider close course last size husband.
TRX106043,2023-01-25,-14681.3,Expense,Supplies,Enterprise,North,,VEND1089,Valid,Vendor Transaction,Campaign note example act Mr.
TRX106044,2023-11-13,109980.63,Revenue,Subscription,Online,North,CUST10098,,Valid,Customer Transaction,Admit theory college.
TRX106045,2023-11-02,136658.51,Revenue,Subscription,Online,West,CUST10293,,Valid,Customer Transaction,Ball exist black author information.
TRX106046,2023-04-02,-44335.53,Expense,Rent,Online,South,,VEND1106,Valid,Vendor Transaction,Remain town region seem available.
TRX106047,2023-05-30,-53421.63,Expense,Utilities,Online,South,,VEND1117,Valid,Vendor Transaction,Wait eight never point production.
TRX106048,2022-08-15,184843.48,Revenue,Subscription,Online,West,CUST10165,,Valid,Customer Transaction,Why floor meeting student center notice walk.
TRX106049,2023-04-14,-56047.7,Expense,Utilities,Retail,West,,VEND1049,Valid,Vendor Transaction,Use standard book among us daughter college.
TRX106050,2022-09-18,11061.25,Asset,Asset,Retail,North,,,Review,Vendor Transaction,Mrs air effect big.
TRX106051,2022-01-19,-36155.07,Expense,Other,Retail,East,,VEND1001,Valid,Vendor Transaction,Red along weight artist various number.
TRX106052,2023-01-25,-43995.42,Expense,Marketing,Online,North,,VEND1028,Valid,Vendor Transaction,Often serve guess model sing ability bar figure.
TRX106053,2022-04-04,-67833.3,Expense,Payroll,Enterprise,East,,VEND1099,Valid,Vendor Transaction,Structure eat body anyone leader five both relationship.
TRX106054,2022-12-02,158248.92,Revenue,Service,Enterprise,West,CUST10337,,Valid,Customer Transaction,Tv card town personal from federal.
TRX106055,2022-02-19,93625.18,Revenue,Subscription,Enterprise,East,CUST10011,,Valid,Customer Transaction,That hospital Democrat present control.
TRX106056,2022-08-28,-44404.9,Expense,Other,Online,East,,VEND1086,Valid,Vendor Transaction,Behind smile everyone.
TRX106057,2022-12-08,-43198.42,Expense,Rent,Enterprise,West,,VEND1055,Valid,Vendor Transaction,Wrong much treat commercial indicate condition choice.
TRX106058,2022-03-27,-58049.44,Expense,Payroll,Enterprise,East,,VEND1102,Valid,Vendor Transaction,Want economic American theory collection kitchen popular party.
TRX106059,2023-10-02,162461.17,Revenue,Product,Retail,South,CUST10122,,Valid,Customer Transaction,Garden movement face word do.
TRX106060,2023-09-08,19930.5,Revenue,Subscription,Enterprise,West,CUST10347,,Valid,Customer Transaction,Challenge business federal might should.
TRX106061,2022-12-10,22760.88,Liability,Liability,Retail,East,,,Review,Vendor Transaction,Imagine choice white husband degree.
TRX106062,2022-04-22,138760.6,Revenue,Product,Retail,East,CUST10214,,Valid,Customer Transaction,Guy kid bring about style.
TRX106063,2022-06-03,-23999.38,Expense,Supplies,Enterprise,South,,VEND1060,Valid,Vendor Transaction,Film require compare during consider instead.
TRX106064,2022-06-07,-69914.19,Expense,Rent,Retail,West,,VEND1105,Valid,Vendor Transaction,Environment success American professor.
TRX106065,2023-06-26,91639.01,Revenue,Subscription,Retail,East,CUST10366,,Valid,Customer Transaction,General structure meet prepare.
TRX106066,2022-04-07,-44881.47,Expense,Payroll,Retail,North,,VEND1093,Valid,Vendor Transaction,Purpose successful take building authority fish.
TRX106067,2022-02-13,21458.91,Asset,Asset,Enterprise,East,,,Review,Vendor Transaction,Part look like decade woman spend chair chance.
TRX106068,2023-01-25,141408.51,Revenue,Product,Enterprise,South,CUST10250,,Valid,Customer Transaction,Pay president degree land although Republican really.
TRX106069,2023-06-21,190572.81,Revenue,Service,Online,South,CUST10177,,Valid,Customer Transaction,Tree national church sure may party.
TRX106070,2022-01-11,133892.32,Revenue,Service,Retail,North,CUST10009,,Valid,Customer Transaction,Sea hundred central expert since let popular experience.
TRX106071,2023-10-16,29110.99,Equity,Equity,Retail,North,,,Review,Vendor Transaction,Agreement imagine with computer themselves left machine evening.
TRX106072,2023-06-27,-46929.2,Expense,Marketing,Enterprise,South,,VEND1005,Valid,Vendor Transaction,Federal town among than let.
TRX106073,2023-04-24,98686.86,Revenue,Subscription,Enterprise,North,CUST10159,,Valid,Customer Transaction,Will space affect fight.
TRX106074,2023-09-17,146772.34,Revenue,Subscription,Retail,North,CUST10169,,Valid,Customer Transaction,Reveal happen right who sort true force big.
TRX106075,2023-08-25,98817.17,Revenue,Service,Enterprise,East,CUST10155,,Valid,Customer Transaction,Arrive meeting politics style relationship area.
TRX106076,2022-11-13,151693.34,Revenue,Product,Online,East,CUST10245,,Valid,Customer Transaction,Range five value statement.
TRX106077,2022-11-27,-28354.73,Expense,Rent,Online,South,,VEND1086,Valid,Vendor Transaction,Role lose charge building significant.
TRX106078,2022-07-23,208208.56,Revenue,Service,Retail,North,CUST10336,,Valid,Customer Transaction,Well million old phone.
TRX106079,2023-08-28,163547.95,Revenue,Service,Online,South,CUST10353,,Valid,Customer Transaction,Energy southern right mouth.
TRX106080,2023-01-10,137634.63,Revenue,Service,Online,North,CUST10353,,Valid,Customer Transaction,Sell serious stay mean large.
TRX106081,2023-06-05,204756.51,Revenue,Subscription,Enterprise,South,CUST10253,,Valid,Customer Transaction,Science inside including out team.
TRX106082,2022-12-23,-59240.26,Expense,Other,Online,East,,VEND1008,Valid,Vendor Transaction,Reduce public whatever bad probably site bar.
TRX106083,2023-03-05,-19089.94,Expense,Supplies,Retail,South,,VEND1102,Valid,Vendor Transaction,Suffer how bar.
TRX106084,2022-07-13,-59289.61,Expense,Other,Online,South,,VEND1082,Valid,Vendor Transaction,Time much those lay sound can.
TRX106085,2022-01-04,139177.35,Revenue,Product,Retail,North,CUST10180,,Valid,Customer Transaction,Despite for animal recognize paper.
TRX106086,2023-10-22,80889.46,Revenue,Product,Retail,South,CUST10351,,Valid,Customer Transaction,Happen peace page reveal.
TRX106087,2022-08-23,115238.58,Revenue,Product,Retail,North,CUST10069,,Valid,Customer Transaction,Sure national significant chair class approach.
TRX106088,2022-06-06,153357.33,Revenue,Subscription,Online,West,CUST10142,,Valid,Customer Transaction,Identify show campaign firm.
TRX106089,2022-07-28,-41550.94,Expense,Supplies,Enterprise,East,,VEND1074,Valid,Vendor Transaction,Letter answer how heart especially area audience.
TRX106090,2022-09-08,187247.19,Revenue,Subscription,Retail,West,CUST10103,,Valid,Customer Transaction,Mother by exist crime late effect.
TRX106091,2023-01-24,-50079.98,Expense,Payroll,Retail,East,,VEND1006,Valid,Vendor Transaction,Sport least group take find girl control.
TRX106092,2023-04-05,-34349.46,Expense,Marketing,Online,East,,VEND1117,Valid,Vendor Transaction,Role interest meeting picture forget its.
TRX106093,2022-07-04,-24200.18,Expense,Supplies,Enterprise,East,,VEND1111,Valid,Vendor Transaction,What page end where perhaps section.
TRX106094,2022-08-03,156248.27,Revenue,Service,Enterprise,East,CUST10127,,Valid,Customer Transaction,Western suddenly dark those million how.
TRX106095,2022-10-22,20094.44,Asset,Asset,Retail,West,,,Review,Vendor Transaction,With nice detail exist west.
TRX106096,2022-11-24,151167.19,Revenue,Service,Online,East,CUST10232,,Valid,Customer Transaction,Structure item situation body point imagine player.
TRX106097,2023-08-10,-38462.01,Expense,Marketing,Online,West,,VEND1010,Valid,Vendor Transaction,Oil sign staff say.
TRX106098,2022-07-21,-66197.63,Expense,Utilities,Enterprise,North,,VEND1049,Valid,Vendor Transaction,Wall safe general difficult feeling discover stay.
TRX106099,2022-04-30,-35375.55,Expense,Rent,Online,West,,VEND1029,Valid,Vendor Transaction,Physical head rock trip.
TRX106100,2022-09-18,-34424.32,Expense,Utilities,Retail,East,,VEND1080,Valid,Vendor Transaction,Hot set he if long.
TRX106101,2023-04-27,-54072.41,Expense,Other,Enterprise,East,,VEND1082,Valid,Vendor Transaction,Yet young plant owner music who.
TRX106102,2023-05-23,-72721.54,Expense,Other,Enterprise,East,,VEND1095,Valid,Vendor Transaction,It very to decide allow what child situation.
TRX106103,2022-03-17,181305.57,Revenue,Subscription,Online,East,CUST10103,,Valid,Customer Transaction,Idea expect direction surface million.
TRX106104,2023-03-11,-45165.93,Expense,Supplies,Enterprise,North,,VEND1039,Valid,Vendor Transaction,Value give buy figure.
TRX106105,2023-08-26,-32153.69,Expense,Rent,Online,East,,VEND1023,Valid,Vendor Transaction,Set position authority notice.
TRX106106,2022-12-16,-46554.08,Expense,Payroll,Retail,West,,VEND1074,Valid,Vendor Transaction,Structure middle really public state catch.
TRX106107,2023-09-24,191286.34,Revenue,Service,Enterprise,West,CUST10093,,Valid,Customer Transaction,Sound support decision whatever.
TRX106108,2022-10-05,-50481.83,Expense,Other,Online,West,,VEND1022,Valid,Vendor Transaction,Sea piece material record.
TRX106109,2023-11-05,206938.44,Revenue,Subscription,Online,West,CUST10015,,Valid,Customer Transaction,Art hold outside industry.
TRX106110,2022-10-14,-57738.77,Expense,Supplies,Enterprise,South,,VEND1065,Valid,Vendor Transaction,Low important happen then.
TRX106111,2022-10-24,118439.3,Revenue,Subscription,Retail,South,CUST10018,,Valid,Customer Transaction,Base bill personal add.
TRX106112,2023-12-07,205264.95,Revenue,Service,Online,North,CUST10326,,Valid,Customer Transaction,Tv ball very be miss.
TRX106113,2023-09-28,-89107.06,Expense,Rent,Retail,South,,VEND1052,Valid,Vendor Transaction,Industry pattern trial lay body ago.
TRX106114,2023-09-26,-33512.92,Expense,Other,Online,South,,VEND1098,Valid,Vendor Transaction,Describe always truth sure.
TRX106115,2022-12-19,-54468.92,Expense,Other,Enterprise,South,,VEND1118,Valid,Vendor Transaction,Drug center cultural I a thank bed.
TRX106116,2023-06-09,139792.66,Revenue,Service,Retail,South,CUST10045,,Valid,Customer Transaction,Company herself authority reality none add win.
TRX106117,2023-07-20,105964.04,Revenue,Subscription,Retail,East,CUST10369,,Valid,Customer Transaction,Election piece professional.
TRX106118,2023-11-25,-25442.68,Expense,Payroll,Enterprise,South,,VEND1040,Valid,Vendor Transaction,Every the low during yard account.
TRX106119,2022-11-19,133995.87,Revenue,Subscription,Retail,East,CUST10090,,Valid,Customer Transaction,But production no modern.
TRX106120,2023-02-16,106885.07,Revenue,Service,Online,East,CUST10298,,Valid,Customer Transaction,Politics catch important.
TRX106121,2022-08-18,148241.98,Revenue,Subscription,Enterprise,East,CUST10337,,Valid,Customer Transaction,Answer public unit.
TRX106122,2022-02-08,112266.49,Revenue,Service,Enterprise,South,CUST10035,,Valid,Customer Transaction,Fall own no along know little your.
TRX106123,2022-10-12,177481.13,Revenue,Service,Retail,North,CUST10371,,Valid,Customer Transaction,Rest for summer fire write enjoy method.
TRX106124,2022-06-04,20636.92,Asset,Asset,Retail,East,,,Review,Vendor Transaction,Analysis consider better two identify.
TRX106125,2022-09-27,200998.26,Revenue,Subscription,Enterprise,North,CUST10190,,Valid,Customer Transaction,Enjoy tough gun big positive carry.
TRX106126,2022-03-26,130631.15,Revenue,Product,Enterprise,South,CUST10356,,Valid,Customer Transaction,Health standard north garden usually different visit.
TRX106127,2022-04-13,130636.18,Revenue,Subscription,Online,East,CUST10106,,Valid,Customer Transaction,Game day factor concern current.
TRX106128,2023-11-14,-29195.7,Expense,Other,Online,West,,VEND1034,Valid,Vendor Transaction,Writer finally on color to.
TRX106129,2022-06-03,191076.72,Revenue,Subscription,Enterprise,East,CUST10039,,Valid,Customer Transaction,Nothing price southern create campaign could.
TRX106130,2022-03-13,21404.78,Asset,Asset,Online,East,,,Review,Vendor Transaction,Million another develop increase film fact rock car.
TRX106131,2023-04-14,106224.75,Revenue,Service,Retail,West,CUST10197,,Valid,Customer Transaction,Section out majority customer environment data leader.
TRX106132,2022-11-25,-9847.75,Expense,Marketing,Enterprise,West,,VEND1047,Valid,Vendor Transaction,Beat let general left next politics.
TRX106133,2023-07-25,-45793.97,Expense,Supplies,Enterprise,South,,VEND1062,Valid,Vendor Transaction,So election wind.
TRX106134,2022-12-19,-78630.79,Expense,Other,Online,South,,VEND1014,Valid,Vendor Transaction,Drug animal instead stage table form.
TRX106135,2023-05-09,-29718.34,Expense,Other,Online,South,,VEND1078,Valid,Vendor Transaction,Yourself guy agreement.
TRX106136,2023-05-08,-42538.29,Expense,Rent,Retail,South,,VEND1036,Valid,Vendor Transaction,Other new suggest when second.
TRX106137,2023-03-08,184560.18,Revenue,Subscription,Enterprise,North,CUST10085,,Valid,Customer Transaction,Teach develop federal list.
TRX106138,2023-11-09,-79555.26,Expense,Marketing,Retail,West,,VEND1111,Valid,Vendor Transaction,Necessary five brother rise friend.
TRX106139,2022-08-19,147164.98,Revenue,Service,Online,North,CUST10311,,Valid,Customer Transaction,Imagine fish ever my certain finally.
TRX106140,2023-11-25,288847.73,Revenue,Product,Enterprise,North,CUST10061,,Valid,Customer Transaction,Hard media sure continue foot.
TRX106141,2023-11-08,-52062.83,Expense,Rent,Online,West,,VEND1022,Valid,Vendor Transaction,Right service cut sit fine.
TRX106142,2022-03-02,14996.51,Asset,Asset,Online,East,,,Review,Vendor Transaction,Develop else return.
TRX106143,2022-11-12,117359.11,Revenue,Subscription,Enterprise,North,CUST10360,,Valid,Customer Transaction,Beat chance though air identify analysis.
TRX106144,2022-07-10,15868.61,Equity,Equity,Retail,West,,,Review,Vendor Transaction,Write church blue true model man admit.
TRX106145,2023-09-04,205822.4,Revenue,Service,Retail,South,CUST10262,,Valid,Customer Transaction,North free really box.
TRX106146,2022-11-26,65669.39,Revenue,Service,Retail,North,CUST10361,,Valid,Customer Transaction,Particularly after season specific medical.
TRX106147,2023-07-19,113632.64,Revenue,Subscription,Online,North,CUST10348,,Valid,Customer Transaction,Tough practice like deep.
TRX106148,2022-02-17,-41760.17,Expense,Payroll,Online,East,,VEND1001,Valid,Vendor Transaction,Affect often meet same interest.
TRX106149,2022-01-23,-52435.79,Expense,Marketing,Enterprise,West,,VEND1037,Valid,Vendor Transaction,Nor everyone space sign late enter.
TRX106150,2023-05-01,94865.19,Revenue,Subscription,Retail,West,CUST10031,,Valid,Customer Transaction,Senior meet sometimes point.
TRX106151,2022-12-01,-42345.1,Expense,Utilities,Retail,North,,VEND1007,Valid,Vendor Transaction,Fall defense policy outside ok.
TRX106152,2023-07-23,23620.44,Asset,Asset,Enterprise,East,,,Review,Vendor Transaction,Now happen since respond.
TRX106153,2023-03-01,112306.54,Revenue,Service,Retail,East,CUST10285,,Valid,Customer Transaction,Interesting another community decide hot.
TRX106154,2023-11-27,143239.2,Revenue,Product,Online,West,CUST10061,,Valid,Customer Transaction,Pull American writer line.
TRX106155,2022-06-09,213916.35,Revenue,Product,Online,West,CUST10335,,Valid,Customer Transaction,Pm medical growth spring that.
TRX106156,2023-03-16,-28455,Expense,Utilities,Enterprise,North,,VEND1068,Valid,Vendor Transaction,Once political should challenge call.
TRX106157,2022-03-28,164687.49,Revenue,Service,Retail,North,CUST10249,,Valid,Customer Transaction,Card suggest program most.
TRX106158,2022-08-11,178038.44,Revenue,Service,Enterprise,East,CUST10222,,Valid,Customer Transaction,Safe you into audience.
TRX106159,2023-11-20,147376.41,Revenue,Product,Online,North,CUST10095,,Valid,Customer Transaction,Fear rich catch relate believe many.
TRX106160,2022-03-10,28816.18,Asset,Asset,Retail,South,,,Review,Vendor Transaction,Deep myself baby sea deep attack affect.
TRX106161,2023-05-24,146504.4,Revenue,Service,Enterprise,East,CUST10058,,Valid,Customer Transaction,Method finally until front organization base hour.
TRX106162,2022-10-14,156030.03,Revenue,Subscription,Enterprise,West,CUST10314,,Valid,Customer Transaction,Movement dinner measure very reduce material.
TRX106163,2022-02-06,17407.11,Equity,Equity,Online,West,,,Review,Vendor Transaction,Policy fund development gun computer ability.
TRX106164,2023-06-20,224147.08,Revenue,Subscription,Online,West,CUST10207,,Valid,Customer Transaction,If economy fact process.
TRX106165,2022-09-07,166062.89,Revenue,Subscription,Online,South,CUST10125,,Valid,Customer Transaction,Box read stuff important much full nearly.
TRX106166,2023-10-16,132789.73,Revenue,Product,Online,East,CUST10028,,Valid,Customer Transaction,Development Congress new.
TRX106167,2022-01-20,143683.69,Revenue,Subscription,Retail,North,CUST10122,,Valid,Customer Transaction,Receive detail down machine involve.
TRX106168,2023-02-26,218170.9,Revenue,Service,Retail,South,CUST10073,,Valid,Customer Transaction,Customer and thousand ask pattern.
TRX106169,2022-03-19,-40024.23,Expense,Supplies,Online,North,,VEND1039,Valid,Vendor Transaction,Sometimes pull left beautiful watch.
TRX106170,2022-05-30,-68237.2,Expense,Payroll,Online,South,,VEND1082,Valid,Vendor Transaction,But issue threat see line change character.
TRX106171,2023-09-17,199887.2,Revenue,Product,Retail,East,CUST10223,,Valid,Customer Transaction,Account think his.
TRX106172,2023-11-30,-58462.24,Expense,Marketing,Online,North,,VEND1035,Valid,Vendor Transaction,Strategy among ball between.
TRX106173,2022-03-06,-60649.84,Expense,Rent,Retail,South,,VEND1106,Valid,Vendor Transaction,Be none bed indicate American.
TRX106174,2022-07-22,-50630.43,Expense,Rent,Online,North,,VEND1106,Valid,Vendor Transaction,Peace trip than training society similar college.
TRX106175,2023-12-02,121245.74,Revenue,Subscription,Enterprise,North,CUST10061,,Valid,Customer Transaction,Tree senior want hair purpose economic.
TRX106176,2022-03-17,111108.35,Revenue,Subscription,Enterprise,West,CUST10195,,Valid,Customer Transaction,Defense else number expert kind after career information.
TRX106177,2022-10-26,136705.06,Revenue,Product,Online,South,CUST10225,,Valid,Customer Transaction,Throughout reality already learn put resource oil foreign.
TRX106178,2023-11-04,71528.47,Revenue,Product,Retail,South,CUST10282,,Valid,Customer Transaction,Left meet radio character president we.
TRX106179,2022-08-19,276424.93,Revenue,Service,Enterprise,West,CUST10298,,Valid,Customer Transaction,Nice avoid pattern give individual Democrat during.
TRX106180,2023-10-06,72157.95,Revenue,Product,Retail,South,CUST10305,,Valid,Customer Transaction,Relate some camera project.
TRX106181,2023-09-09,147737.43,Revenue,Service,Retail,East,CUST10194,,Valid,Customer Transaction,Blood son because interview reach.
TRX106182,2023-11-08,139465.83,Revenue,Service,Retail,South,CUST10201,,Valid,Customer Transaction,Start save mouth church red.
TRX106183,2023-07-18,102636.84,Revenue,Product,Retail,South,CUST10346,,Valid,Customer Transaction,Assume from glass teacher business book.
TRX106184,2022-03-10,270386.36,Revenue,Subscription,Online,North,CUST10001,,Valid,Customer Transaction,Laugh including many hotel process book.
TRX106185,2023-02-08,11777.87,Equity,Equity,Enterprise,West,,,Review,Vendor Transaction,Quite left real position matter trip.
TRX106186,2022-11-24,172769.87,Revenue,Service,Retail,North,CUST10018,,Valid,Customer Transaction,Fine send there stay.
TRX106187,2022-10-26,-12405.39,Expense,Utilities,Retail,West,,VEND1099,Valid,Vendor Transaction,Coach this get fire break.
TRX106188,2023-01-31,255734.97,Revenue,Subscription,Online,West,CUST10303,,Valid,Customer Transaction,Well matter hour determine price just defense.
TRX106189,2022-09-15,-37703.48,Expense,Supplies,Retail,South,,VEND1065,Valid,Vendor Transaction,Difference treatment political probably people he.
TRX106190,2023-09-12,-25448.5,Expense,Supplies,Online,East,,VEND1062,Valid,Vendor Transaction,Single order idea seat.
TRX106191,2023-01-30,-50523.93,Expense,Utilities,Enterprise,North,,VEND1024,Valid,Vendor Transaction,Consumer picture often necessary before set floor.
TRX106192,2023-10-31,-50041.74,Expense,Other,Online,East,,VEND1009,Valid,Vendor Transaction,Color near several.
TRX106193,2023-06-07,20050.27,Equity,Equity,Online,North,,,Review,Vendor Transaction,Above wear prepare size.
TRX106194,2023-07-02,199364.3,Revenue,Product,Enterprise,West,CUST10275,,Valid,Customer Transaction,Career this system hour analysis decade.
TRX106195,2022-03-22,-27364.13,Expense,Supplies,Online,North,,VEND1053,Valid,Vendor Transaction,Indeed apply pass phone either next.
TRX106196,2022-03-03,212298.63,Revenue,Product,Online,North,CUST10290,,Valid,Customer Transaction,Move sister father argue.
TRX106197,2022-02-16,-95849.39,Expense,Utilities,Retail,West,,VEND1078,Valid,Vendor Transaction,Recently answer water the Republican he.
TRX106198,2023-07-26,137490.89,Revenue,Service,Enterprise,South,CUST10284,,Valid,Customer Transaction,Us shoulder our help billion reality make citizen.
TRX106199,2023-09-17,216757.37,Revenue,Product,Enterprise,North,CUST10086,,Valid,Customer Transaction,Central offer agreement particular social professional.
TRX106200,2023-11-16,112501.51,Revenue,Service,Online,East,CUST10017,,Valid,Customer Transaction,He less politics song law.
TRX106201,2022-07-01,219198.91,Revenue,Subscription,Online,East,CUST10204,,Valid,Customer Transaction,Nice to book nearly detail save.
TRX106202,2023-12-26,-38229.96,Expense,Utilities,Retail,South,,VEND1080,Valid,Vendor Transaction,Glass perform marriage.
TRX106203,2023-02-22,19467.06,Equity,Equity,Retail,South,,,Review,Vendor Transaction,Each see himself force.
TRX106204,2023-07-27,-42061.21,Expense,Other,Retail,East,,VEND1116,Valid,Vendor Transaction,Local practice ability general apply fast community herself.
TRX106205,2022-04-13,178164.69,Revenue,Product,Retail,South,CUST10171,,Valid,Customer Transaction,Professional evening carry include social young.
TRX106206,2022-11-24,106767.08,Revenue,Subscription,Retail,South,CUST10321,,Valid,Customer Transaction,Effect her floor up religious however thing listen.
TRX106207,2022-01-24,159379.43,Revenue,Service,Enterprise,East,CUST10207,,Valid,Customer Transaction,Toward show view property.
TRX106208,2022-04-26,-41782.43,Expense,Rent,Retail,East,,VEND1022,Valid,Vendor Transaction,Development three grow author design positive partner manage.
TRX106209,2022-01-24,-25817.77,Expense,Rent,Retail,West,,VEND1023,Valid,Vendor Transaction,Feel several resource.
TRX106210,2022-02-27,156171.41,Revenue,Subscription,Online,South,CUST10134,,Valid,Customer Transaction,Little field there describe trade source.
